seq_id,uniprot_id,protein_names,gene_names,length,function_cc,subcellular_location_cc,tissue_specificity,involvement_in_disease,doug_name,nucleus,cytoplasm,mitochondria,er,golgi,lysosome,secreted,endosome,plasma_membrane,junction,peroxisome,membrane,cilium,cytoskeleton,lnc_rna,ribosomal,transcription_factor,gene_symbol,entrez_gene_id_pete,uni_gene_id_pete,ensembl_id_pete,tigrid_pete,go_pete,description_pete,genomic_coordinates_pete,cytoband_pete,gene_name_pete,pete_list
862_UBE2N_7334,P61088,ubiquitin-conjugating enzyme e2 n (ec 2.3.2.23) (bendless-like ubiquitin-conjugating enzyme) (e2 ubiquitin-conjugating enzyme n) (ubc13) (ubch13) (ubiquitin carrier protein n) (ubiquitin-protein ligase n),UBE2N BLU,152,"function: the ube2v1-ube2n and ube2v2-ube2n heterodimers catalyze the synthesis of non-canonical 'lys-63'-linked polyubiquitin chains. this type of polyubiquitination does not lead to protein degradation by the proteasome. mediates transcriptional activation of target genes. plays a role in the control of progress through the cell cycle and differentiation. plays a role in the error-free dna repair pathway and contributes to the survival of cells after dna damage. acts together with the e3 ligases, hltf and shprh, in the 'lys-63'-linked poly-ubiquitination of pcna upon genotoxic stress, which is required for dna repair. appears to act together with e3 ligase rnf5 in the 'lys-63'-linked polyubiquitination of jkamp thereby regulating jkamp function by decreasing its association with components of the proteasome and erad. promotes trim5 capsid-specific restriction activity and the ube2v1-ube2n heterodimer acts in concert with trim5 to generate 'lys-63'-linked polyubiquitin chains which activate the map3k7/tak1 complex which in turn results in the induction and expression of nf-kappa-b and mapk-responsive inflammatory genes. {eco:0000269|pubmed:10089880, eco:0000269|pubmed:14562038, eco:0000269|pubmed:19269966, eco:0000269|pubmed:20061386, eco:0000269|pubmed:21512573}.",subcellular location: nucleus {eco:0000269|pubmed:19340006}. cytoplasm {eco:0000269|pubmed:19340006}.,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UBE2N,7334,Hs.524630,ENST00000318066,THC2533462,GO:0000151(ubiquitin ligase complex)|GO:0000166(nucleotide binding)|GO:0000724(double-strand break repair via homologous recombination)|GO:0000729(DNA double-strand break processing)|GO:0002218(activation of innate immune response)|GO:0002224(toll-like receptor signaling pathway)|GO:0002755(MyD88-dependent toll-like receptor signaling pathway)|GO:0004842(ubiquitin-protein ligase activity)|GO:0005515(protein binding)|GO:0005524(ATP binding)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0005829(cytosol)|GO:0006282(regulation of DNA repair)|GO:0006301(postreplication repair)|GO:0006464(protein modification process)|GO:0006508(proteolysis)|GO:0006511(ubiquitin-dependent protein catabolic process)|GO:0008063(Toll signaling pathway)|GO:0016567(protein ubiquitination)|GO:0016574(histone ubiquitination)|GO:0016874(ligase activity)|GO:0016881(acid-amino acid ligase activity)|GO:0031058(positive regulation of histone modification)|GO:0031372(UBC13-MMS2 complex)|GO:0033182(regulation of histone ubiquitination)|GO:0034130(toll-like receptor 1 signaling pathway)|GO:0034134(toll-like receptor 2 signaling pathway)|GO:0034142(toll-like receptor 4 signaling pathway)|GO:0035370(UBC13-UEV1A complex)|GO:0043123(positive regulation of I-kappaB kinase/NF-kappaB cascade)|GO:0043130(ubiquitin binding)|GO:0045087(innate immune response)|GO:0045739(positive regulation of DNA repair)|GO:0050852(T cell receptor signaling pathway)|GO:0051092(positive regulation of NF-kappaB transcription factor activity)|GO:0051443(positive regulation of ubiquitin-protein ligase activity)|GO:0070423(nucleotide-binding oligomerization domain containing signaling pathway)|GO:0070534(protein K63-linked ubiquitination),"Homo sapiens ubiquitin-conjugating enzyme E2N (UBE2N), mRNA [NM_003348]",chr12:93803287-93803228,hs|12q22,ubiquitin-conjugating enzyme E2N,TRUE
863_C11orf83_790955,Q6UW78,ubiquinol-cytochrome-c reductase complex assembly factor 3 (assembly factor cbp4 homolog),UQCC3 C11orf83 UNQ655/PRO1286,93,"function: required for the assembly of the ubiquinol-cytochrome c reductase complex (mitochondrial respiratory chain complex iii or cytochrome b-c1 complex), mediating cytochrome b recruitment and probably stabilization within the complex. thereby, plays an important role in atp production by mitochondria. cardiolipin-binding protein, it may also control the cardiolipin composition of mitochondria membranes and their morphology. {eco:0000269|pubmed:25008109, eco:0000269|pubmed:25605331}.","subcellular location: mitochondrion inner membrane {eco:0000269|pubmed:25008109, eco:0000269|pubmed:25605331}; single-pass membrane protein {eco:0000269|pubmed:25008109, eco:0000269|pubmed:25605331}.",NA,"DISEASE: Mitochondrial complex III deficiency, nuclear 9 (MC3DN9) [MIM:616111]: A form of mitochondrial complex III deficiency, a disorder of the mitochondrial respiratory chain resulting in a highly variable phenotype depending on which tissues are affected. MC3DN9 clinical features include feeding difficulties, hypoglycemia, severe lactic acidosis, and delayed psychomotor development. {ECO:0000269|PubMed:25008109}. Note=The disease is caused by mutations affecting the gene represented in this entry.",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,C11orf83,790955,Hs.569009,ENST00000531323,THC2471886,GO:0005576(extracellular region),"Homo sapiens chromosome 11 open reading frame 83 (C11orf83), mRNA [NM_001085372]",chr11:62439796-62439855,hs|11q12.3,chromosome 11 open reading frame 83,TRUE
864_ATP5J_522,P18859,"atp synthase-coupling factor 6, mitochondrial (atpase subunit f6) (atp synthase peripheral stalk subunit f6)",ATP5PF ATP5A ATP5J ATPM,108,"function: mitochondrial membrane atp synthase (f(1)f(0) atp synthase or complex v) produces atp from adp in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. f-type atpases consist of two structural domains, f(1) - containing the extramembraneous catalytic core and f(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. during catalysis, atp synthesis in the catalytic domain of f(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. part of the complex f(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a/atp6 static relative to the rotary elements. also involved in the restoration of oligomycin-sensitive atpase activity to depleted f1-f0 complexes.",subcellular location: mitochondrion. mitochondrion inner membrane.,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ATP5J,522,Hs.246310,ENST00000400093,THC2590296,"GO:0000276(mitochondrial proton-transporting ATP synthase complex, coupling factor F(o))|GO:0005215(transporter activity)|GO:0005739(mitochondrion)|GO:0005743(mitochondrial inner membrane)|GO:0005753(mitochondrial proton-transporting ATP synthase complex)|GO:0006200(ATP catabolic process)|GO:0006810(transport)|GO:0006811(ion transport)|GO:0015078(hydrogen ion transmembrane transporter activity)|GO:0016020(membrane)|GO:0016887(ATPase activity)|GO:0022857(transmembrane transporter activity)|GO:0022904(respiratory electron transport chain)|GO:0042776(mitochondrial ATP synthesis coupled proton transport)","Homo sapiens ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 (ATP5J), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_001003703]",chr21:27101958-27097619,hs|21q21.3,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6",TRUE
865_PSME1_5720,Q06323,proteasome activator complex subunit 1 (11s regulator complex subunit alpha) (reg-alpha) (activator of multicatalytic protease subunit 1) (interferon gamma up-regulated i-5111 protein) (igup i-5111) (proteasome activator 28 subunit alpha) (pa28a) (pa28alpha),PSME1 IFI5111,249,function: implicated in immunoproteasome assembly and required for efficient antigen processing. the pa28 activator complex enhances the generation of class i binding peptides by altering the cleavage pattern of the proteasome.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,PSME1,5720,Hs.75348,ENST00000206451,NP1208249,"GO:0000075(cell cycle checkpoint)|GO:0000082(G1/S transition of mitotic cell cycle)|GO:0000084(S phase of mitotic cell cycle)|GO:0000209(protein polyubiquitination)|GO:0000216(M/G1 transition of mitotic cell cycle)|GO:0000278(mitotic cell cycle)|GO:0000502(proteasome complex)|GO:0002474(antigen processing and presentation of peptide antigen via MHC class I)|GO:0005654(nucleoplasm)|GO:0005737(cytoplasm)|GO:0005829(cytosol)|GO:0006521(regulation of cellular amino acid metabolic process)|GO:0006915(apoptosis)|GO:0006977(DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest)|GO:0008537(proteasome activator complex)|GO:0016032(viral reproduction)|GO:0016070(RNA metabolic process)|GO:0016071(mRNA metabolic process)|GO:0031145(anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process)|GO:0034641(cellular nitrogen compound metabolic process)|GO:0042981(regulation of apoptosis)|GO:0051436(negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle)|GO:0051437(positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle)|GO:0051439(regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle)","Homo sapiens proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) (PSME1), transcript variant 1, mRNA [NM_006263]",chr14:24607738-24607972,hs|14q12,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",TRUE
866_MYL12A_10627,P19105,"myosin regulatory light chain 12a (epididymis secretory protein li 24) (hel-s-24) (mlc-2b) (myosin rlc) (myosin regulatory light chain 2, nonsarcomeric) (myosin regulatory light chain mrlc3)",MYL12A MLCB MRLC3 RLC,171,"function: myosin regulatory subunit that plays an important role in regulation of both smooth muscle and nonmuscle cell contractile activity via its phosphorylation. implicated in cytokinesis, receptor capping, and cell locomotion (by similarity). {eco:0000250}.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,MYL12A,10627,Hs.190086,ENST00000536605,THC2501977,GO:0001725(stress fiber)|GO:0005509(calcium ion binding)|GO:0008360(regulation of cell shape)|GO:0016460(myosin II complex)|GO:0030018(Z disc)|GO:0035254(glutamate receptor binding)|GO:0043234(protein complex)|GO:0072661(protein targeting to plasma membrane),"Homo sapiens myosin, light chain 12A, regulatory, non-sarcomeric (MYL12A), mRNA [NM_006471]",chr18:3255981-3256040,hs|18p11.31,"myosin, light chain 12A, regulatory, non-sarcomeric",TRUE
867_KHDRBS1_10657,Q07666,"kh domain-containing, rna-binding, signal transduction-associated protein 1 (gap-associated tyrosine phosphoprotein p62) (src-associated in mitosis 68 kda protein) (sam68) (p21 ras gtpase-activating protein-associated p62) (p68)",KHDRBS1 SAM68,443,"function: recruited and tyrosine phosphorylated by several receptor systems, for example the t-cell, leptin and insulin receptors. once phosphorylated, functions as an adapter protein in signal transduction cascades by binding to sh2 and sh3 domain-containing proteins. role in g2-m progression in the cell cycle. represses cbp-dependent transcriptional activation apparently by competing with other nuclear factors for binding to cbp. also acts as a putative regulator of mrna stability and/or translation rates and mediates mrna nuclear export. positively regulates the association of constitutive transport element (cte)-containing mrna with large polyribosomes and translation initiation. according to some authors, is not involved in the nucleocytoplasmic export of unspliced (cte)-containing rna species according to (pubmed:22253824). rna-binding protein that plays a role in the regulation of alternative splicing and influences mrna splice site selection and exon inclusion. binds to rna containing 5'-[au]uaa-3' as a bipartite motif spaced by more than 15 nucleotides. binds poly(a). can regulate cd44 alternative splicing in a ras pathway-dependent manner (by similarity). in cooperation with hnrnpa1 modulates alternative splicing of bcl2l1 by promoting splicing toward isoform bcl-x(s), and of smn1 (pubmed:17371836, pubmed:20186123). can regulate alternative splicing of nrxn1 and nrxn3 in the laminin g-like domain 6 containing the evolutionary conserved neurexin alternative spliced segment 4 (as4) involved in neurexin selective targeting to postsynaptic partners. in a neuronal activity-dependent manner cooperates synergistically with khdrbs2/slim-1 in regulation of nrxn1 exon skipping at as4. the cooperation with khdrbs2/slim-1 is antagonistic for regulation of nxrn3 alternative splicing at as4 (by similarity). {eco:0000250|uniprotkb:q60749, eco:0000269|pubmed:15021911, eco:0000269|pubmed:17371836, eco:0000269|pubmed:20186123, eco:0000269|pubmed:20610388, eco:0000269|pubmed:22253824, eco:0000269|pubmed:26758068}.; function: isoform 3, which is expressed in growth-arrested cells only, inhibits s phase. {eco:0000269|pubmed:9013542}.","subcellular location: nucleus {eco:0000269|pubmed:1374686, eco:0000269|pubmed:29496907}. cytoplasm {eco:0000269|pubmed:29496907}. membrane {eco:0000269|pubmed:1374686}. note=predominantly located in the nucleus but also located partially in the cytoplasm. {eco:0000269|pubmed:29496907}.","TISSUE SPECIFICITY: Ubiquitously expressed in all tissue examined. Isoform 1 is expressed at lower levels in brain, skeletal muscle, and liver whereas isoform 3 is intensified in skeletal muscle and in liver. {ECO:0000269|PubMed:9013542}.",NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,KHDRBS1,10657,Hs.445893,ENST00000355201,THC2743997,"GO:0000086(G2/M transition of mitotic cell cycle)|GO:0003677(DNA binding)|GO:0003723(RNA binding)|GO:0005070(SH3/SH2 adaptor activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0006397(mRNA processing)|GO:0007049(cell cycle)|GO:0007050(cell cycle arrest)|GO:0007165(signal transduction)|GO:0007166(cell surface receptor linked signaling pathway)|GO:0008283(cell proliferation)|GO:0016020(membrane)|GO:0017124(SH3 domain binding)|GO:0045892(negative regulation of transcription, DNA-dependent)|GO:0046831(regulation of RNA export from nucleus)","Homo sapiens KH domain containing, RNA binding, signal transduction associated 1 (KHDRBS1), mRNA [NM_006559]",chr1:32509136-32509195,hs|1p35.1,"KH domain containing, RNA binding, signal transduction associated 1",TRUE
868_MPZL1_9019,O95297,myelin protein zero-like protein 1 (protein zero-related),MPZL1 PZR UNQ849/PRO1787,269,"function: cell surface receptor, which is involved in signal transduction processes. recruits ptpn11/shp-2 to the cell membrane and is a putative substrate of ptpn11/shp-2. is a major receptor for concanavalin-a (cona) and is involved in cellular signaling induced by cona, which probably includes src family tyrosine-protein kinases. isoform 3 seems to have a dominant negative role; it blocks tyrosine phosphorylation of mpzl1 induced by cona. isoform 1, but not isoform 2 and isoform 3, may be involved in regulation of integrin-mediated cell motility. {eco:0000269|pubmed:11751924, eco:0000269|pubmed:12410637}.",subcellular location: membrane {eco:0000305}; single-pass type i membrane protein {eco:0000305}.,"TISSUE SPECIFICITY: Widely expressed with highest levels in heart, placenta, kidney and pancreas. Isoform 3 is relatively abundant in hematopoietic tissues and fetal liver. Isoform 1 and isoform 3 are expressed in CD14- PB monocytes and pre-B cell progenitors. Isoform 3 appears to be the major isoform in CD34- promyelocytic and promonocytic cells. During differentiation in monocytic cells, the expression level of isoform 3 decreases and that of isoform 1 increases. Isoform 1 is prominent in stromal cells and, to a lesser extent, in umbilical vein endothelial cells and erythroid progenitors. Isoform 2 is expressed in a erythroid progenitor cell line. {ECO:0000269|PubMed:12410637, ECO:0000269|PubMed:12684038, ECO:0000269|PubMed:9792637}.",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,MPZL1,9019,Hs.493919,ENST00000359523,THC2462150,GO:0005198(structural molecule activity)|GO:0005515(protein binding)|GO:0005887(integral to plasma membrane)|GO:0007169(transmembrane receptor protein tyrosine kinase signaling pathway)|GO:0007267(cell-cell signaling)|GO:0016020(membrane),"Homo sapiens myelin protein zero-like 1 (MPZL1), transcript variant 1, mRNA [NM_003953]",chr1:167759883-167759942,hs|1q24.2,myelin protein zero-like 1,TRUE
869_COX7B_1349,P24311,"cytochrome c oxidase subunit 7b, mitochondrial (cytochrome c oxidase polypeptide viib)",COX7B,80,"function: this protein is one of the nuclear-coded polypeptide chains of cytochrome c oxidase, the terminal oxidase in mitochondrial electron transport. plays a role in proper central nervous system (cns) development in vertebrates. {eco:0000269|pubmed:23122588}.",subcellular location: mitochondrion inner membrane {eco:0000250}.,NA,"DISEASE: Linear skin defects with multiple congenital anomalies 2 (LSDMCA2) [MIM:300887]: A distinct form of aplasia cutis congenita presenting as multiple linear skin defects on the face and neck associated with poor growth, microcephaly, and facial dysmorphism. Additional features include intellectual disability, nail dystrophy, short stature and cardiac abnormalities. {ECO:0000269|PubMed:23122588}. Note=The disease is caused by mutations affecting the gene represented in this entry.",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,COX7B,1349,Hs.522699,ENST00000373335,THC2693234,GO:0004129(cytochrome-c oxidase activity)|GO:0005739(mitochondrion)|GO:0005743(mitochondrial inner membrane)|GO:0005746(mitochondrial respiratory chain)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0022904(respiratory electron transport chain),"Homo sapiens cytochrome c oxidase subunit VIIb (COX7B), nuclear gene encoding mitochondrial protein, mRNA [NM_001866]",chrX:77158204-77158263,hs|Xq21.1,cytochrome c oxidase subunit VIIb,TRUE
87_NBEAL1_65065,Q6ZS30,neurobeachin-like protein 1 (amyotrophic lateral sclerosis 2 chromosomal region candidate gene 16 protein) (amyotrophic lateral sclerosis 2 chromosomal region candidate gene 17 protein),NBEAL1 ALS2CR16 ALS2CR17,2694,NA,NA,"TISSUE SPECIFICITY: Highly expressed in brain, kidney, prostate and testis. Weakly expressed in ovary, small intestine, colon and peripheral blood leukocytes. May be correlative to several tumors, such as ovary serous adenocarcinoma and metastasis mammary gland carcinoma breast. {ECO:0000269|PubMed:15193433}.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NBEAL1,65065,Hs.408054,ENST00000460355,THC2507576,GO:0005488(binding),neurobeachin-like 1 [Source:HGNC Symbol;Acc:20681] [ENST00000460355],chr2:204055864-204055923,hs|2q33.2,neurobeachin-like 1,TRUE
870_CBX3_11335,Q13185,chromobox protein homolog 3 (hech) (heterochromatin protein 1 homolog gamma) (hp1 gamma) (modifier 2 protein),CBX3,183,"function: seems to be involved in transcriptional silencing in heterochromatin-like complexes. recognizes and binds histone h3 tails methylated at 'lys-9', leading to epigenetic repression. may contribute to the association of the heterochromatin with the inner nuclear membrane through its interaction with lamin b receptor (lbr). involved in the formation of functional kinetochore through interaction with mis12 complex proteins. contributes to the conversion of local chromatin to a heterochromatin-like repressive state through h3 'lys-9' trimethylation, mediates the recruitment of the methyltransferases suv39h1 and/or suv39h2 by the per complex to the e-box elements of the circadian target genes such as per2 itself or per1. mediates the recruitment of nipbl to sites of dna damage at double-strand breaks (dsbs) (pubmed:28167679). {eco:0000250|uniprotkb:p23198, eco:0000269|pubmed:28167679}.",subcellular location: nucleus {eco:0000305}. note=associates with euchromatin and is largely excluded from constitutive heterochromatin. may be associated with microtubules and mitotic poles during mitosis (potential). {eco:0000305}.,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CBX3,11335,Hs.381189,ENST00000481057,THC2527628,"GO:0000779(condensed chromosome, centromeric region)|GO:0000785(chromatin)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005635(nuclear envelope)|GO:0005637(nuclear inner membrane)|GO:0005719(nuclear euchromatin)|GO:0005720(nuclear heterochromatin)|GO:0005819(spindle)|GO:0006338(chromatin remodeling)|GO:0019899(enzyme binding)|GO:0019904(protein domain specific binding)|GO:0031618(nuclear centromeric heterochromatin)|GO:0042802(identical protein binding)|GO:0045892(negative regulation of transcription, DNA-dependent)","Homo sapiens chromobox homolog 3 (CBX3), transcript variant 2, mRNA [NM_016587]",chr7:26251960-26252019,hs|7p15.2,chromobox homolog 3,TRUE
871_SEC13_6396,P55735,protein sec13 homolog (gator complex protein sec13) (sec13-like protein 1) (sec13-related protein),SEC13 D3S1231E SEC13A SEC13L1 SEC13R,322,"function: functions as a component of the nuclear pore complex (npc) and the copii coat. at the endoplasmic reticulum, sec13 is involved in the biogenesis of copii-coated vesicles (pubmed:8972206). required for the exit of adipsin (cfd/adn), an adipocyte-secreted protein from the endoplasmic reticulum (by similarity). {eco:0000250|uniprotkb:q9d1m0, eco:0000269|pubmed:8972206}.; function: as a component of the gator subcomplex gator2, functions within the amino acid-sensing branch of the torc1 signaling pathway. indirectly activates mtorc1 and the torc1 signaling pathway through the inhibition of the gator1 subcomplex (pubmed:23723238). it is negatively regulated by the upstream amino acid sensors sesn2 and castor1 (pubmed:25457612, pubmed:27487210). {eco:0000269|pubmed:23723238, eco:0000269|pubmed:25457612, eco:0000269|pubmed:27487210}.","subcellular location: cytoplasmic vesicle, copii-coated vesicle membrane {eco:0000269|pubmed:8972206}; peripheral membrane protein {eco:0000269|pubmed:8972206}; cytoplasmic side {eco:0000269|pubmed:8972206}. endoplasmic reticulum membrane {eco:0000269|pubmed:8972206}; peripheral membrane protein {eco:0000269|pubmed:8972206}; cytoplasmic side {eco:0000269|pubmed:8972206}. nucleus, nuclear pore complex {eco:0000269|pubmed:14517296, eco:0000269|pubmed:18160040}. lysosome membrane {eco:0000269|pubmed:28199306}. note=in interphase, localizes at both sides of the npc. {eco:0000269|pubmed:14517296}.",NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,SEC13,6396,Hs.166924,ENST00000479868,THC2509556,GO:0000087(M phase of mitotic cell cycle)|GO:0000236(mitotic prometaphase)|GO:0000278(mitotic cell cycle)|GO:0000776(kinetochore)|GO:0002474(antigen processing and presentation of peptide antigen via MHC class I)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005635(nuclear envelope)|GO:0005783(endoplasmic reticulum)|GO:0005789(endoplasmic reticulum membrane)|GO:0005829(cytosol)|GO:0006886(intracellular protein transport)|GO:0006888(ER to Golgi vesicle-mediated transport)|GO:0012507(ER to Golgi transport vesicle membrane)|GO:0016020(membrane)|GO:0016044(cellular membrane organization)|GO:0016192(vesicle-mediated transport)|GO:0018279(protein N-linked glycosylation via asparagine)|GO:0031080(Nup107-160 complex)|GO:0031410(cytoplasmic vesicle)|GO:0043687(post-translational protein modification)|GO:0044267(cellular protein metabolic process)|GO:0048208(COPII vesicle coating)|GO:0051028(mRNA transport),"Homo sapiens SEC13 homolog (S. cerevisiae) (SEC13), transcript variant 1, mRNA [NM_183352]",chr3:10342717-10342658,hs|3p25.3,SEC13 homolog (S. cerevisiae),TRUE
872_RASD1_51655,Q9Y272,dexamethasone-induced ras-related protein 1 (activator of g-protein signaling 1),RASD1 AGS1 DEXRAS1,281,function: small gtpase. negatively regulates the transcription regulation activity of the apbb1/fe65-app complex via its interaction with apbb1/fe65 (by similarity). {eco:0000250}.,"subcellular location: cell membrane {eco:0000305}; lipid-anchor {eco:0000305}; cytoplasmic side {eco:0000305}. cytoplasm, perinuclear region {eco:0000250}. nucleus {eco:0000250}.","TISSUE SPECIFICITY: Expressed in a variety of tissues including heart, cardiovascular tissues, brain, placenta, lung, liver, skeletal muscle, kidney, pancreas, gastrointestinal and reproductive tissues. {ECO:0000269|PubMed:10673050, ECO:0000269|PubMed:12818426}.",NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,RASD1,51655,Hs.25829,ENST00000225688,THC2466358,"GO:0000166(nucleotide binding)|GO:0003924(GTPase activity)|GO:0005525(GTP binding)|GO:0005625(soluble fraction)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0005886(plasma membrane)|GO:0006184(GTP catabolic process)|GO:0007165(signal transduction)|GO:0007186(G-protein coupled receptor protein signaling pathway)|GO:0007263(nitric oxide mediated signal transduction)|GO:0007264(small GTPase mediated signal transduction)|GO:0045892(negative regulation of transcription, DNA-dependent)|GO:0048471(perinuclear region of cytoplasm)","Homo sapiens RAS, dexamethasone-induced 1 (RASD1), transcript variant 1, mRNA [NM_016084]",chr17:17397846-17397787,hs|17p11.2,"RAS, dexamethasone-induced 1",TRUE
873_SHROOM3_57619,Q8TF72,protein shroom3 (shroom-related protein) (hshrml),SHROOM3 KIAA1481 SHRML MSTP013,1996,"function: controls cell shape changes in the neuroepithelium during neural tube closure. induces apical constriction in epithelial cells by promoting the apical accumulation of f-actin and myosin ii, and probably by bundling stress fibers (by similarity). induces apicobasal cell elongation by redistributing gamma-tubulin and directing the assembly of robust apicobasal microtubule arrays (by similarity). {eco:0000250|uniprotkb:q27iv2, eco:0000250|uniprotkb:q9qxn0}.","subcellular location: cell junction, adherens junction {eco:0000250|uniprotkb:q9qxn0}. cytoplasm, cytoskeleton {eco:0000250|uniprotkb:q9qxn0}. apical cell membrane {eco:0000250|uniprotkb:q9qxn0}; peripheral membrane protein {eco:0000250|uniprotkb:q9qxn0}. note=colocalizes with f-actin in stress fibers and adherens junctions. {eco:0000250|uniprotkb:q9qxn0}.",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,SHROOM3,57619,Hs.702168,ENST00000264907,THC2463526,GO:0000902(cell morphogenesis)|GO:0001843(neural tube closure)|GO:0002066(columnar/cuboidal epithelial cell development)|GO:0003779(actin binding)|GO:0005737(cytoplasm)|GO:0005856(cytoskeleton)|GO:0005874(microtubule)|GO:0005912(adherens junction)|GO:0007389(pattern specification process)|GO:0008360(regulation of cell shape)|GO:0016324(apical plasma membrane)|GO:0030054(cell junction)|GO:0043296(apical junction complex)|GO:0043482(cellular pigment accumulation)|GO:0045176(apical protein localization),"Homo sapiens shroom family member 3 (SHROOM3), mRNA [NM_020859]",chr4:77700819-77700878,hs|4q21.1,shroom family member 3,TRUE
874_C15orf24_56851,Q9NPA0,er membrane protein complex subunit 7,EMC7 C11orf3 C15orf24 HT022 UNQ905/PRO1926,242,NA,subcellular location: membrane {eco:0000269|pubmed:22119785}; single-pass type i membrane protein {eco:0000269|pubmed:22119785}.,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,C15orf24,56851,Hs.160565,ENST00000256545,THC2789035,GO:0004180(carboxypeptidase activity)|GO:0005737(cytoplasm)|GO:0008150(biological_process)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0017076(purine nucleotide binding)|GO:0030246(carbohydrate binding),"Homo sapiens chromosome 15 open reading frame 24 (C15orf24), mRNA [NM_020154]",chr15:34376399-34376340,hs|15q14,chromosome 15 open reading frame 24,TRUE
